number,values_0,values_1,datetime_start,datetime_complete,duration,params_BN,params_aggregation,params_batch_size,params_depth,params_dropout_bond,params_dropout_ffn,params_hidden_bond,params_hidden_ffn,params_init_lr,params_layer,params_warmup_epochs,state
43,,,2024-12-19 15:09:52.824547,2024-12-19 15:19:34.848923,0 days 00:09:42.024376,True,norm,64,1,0.2,0.4,500,1800,0.00010043605026396373,5,6,FAIL
44,0.30078068814778414,0.5600265860557556,2024-12-19 15:19:34.852710,2024-12-19 15:29:15.604904,0 days 00:09:40.752194,True,norm,64,1,0.2,0.35000000000000003,500,900,0.0007382938987821065,5,6,COMPLETE
45,0.46261752003541773,0.5172262787818909,2024-12-19 15:29:15.670031,2024-12-19 15:40:19.081179,0 days 00:11:03.411148,True,mean,32,3,0.45,0.1,200,600,0.00013941644331206602,2,5,COMPLETE
46,,,2024-12-19 15:40:19.143527,2024-12-19 15:49:18.760736,0 days 00:08:59.617209,False,sum,16,4,0.25,0.30000000000000004,400,1800,0.00010332066084083624,3,6,FAIL
47,,,2024-12-19 15:49:18.763147,2024-12-19 15:58:04.892489,0 days 00:08:46.129342,False,sum,16,4,0.25,0.4,400,200,0.00010302033114336333,3,6,FAIL
48,,,2024-12-19 15:58:04.897595,2024-12-19 16:10:47.209580,0 days 00:12:42.311985,False,sum,16,4,0.25,0.4,400,1800,0.0005361758833179539,3,6,FAIL
49,,,2024-12-19 16:10:47.230879,2024-12-19 16:21:32.591202,0 days 00:10:45.360323,False,sum,16,4,0.25,0.4,400,1700,0.000532546690977307,3,6,FAIL
50,0.0008996731987561812,0.6576130390167236,2024-12-19 16:21:32.606449,2024-12-19 16:29:06.066087,0 days 00:07:33.459638,False,sum,16,4,0.25,0.4,400,200,0.0004987046654777769,3,6,COMPLETE
51,0.007432131948036179,0.6439062356948853,2024-12-19 16:29:06.127764,2024-12-19 16:37:33.789022,0 days 00:08:27.661258,True,mean,64,2,0.30000000000000004,0.45,500,1800,0.0005592941984519326,4,7,COMPLETE
52,0.6839366962706026,0.35817399621009827,2024-12-19 16:37:33.792278,2024-12-19 16:48:05.949111,0 days 00:10:32.156833,False,norm,64,3,0.35000000000000003,0.15000000000000002,500,100,0.000749157823054928,2,5,COMPLETE
