number,values_0,values_1,datetime_start,datetime_complete,duration,params_amount_heads,params_attn_dropout,params_batch_size,params_dropout,params_encoder_output_dim,params_ff_dropout,params_head_dim,params_layer_norm,params_lr,params_n_layers,params_neurons,params_transformer_depth,state
85,0.4680703282356262,0.4322873651981354,2025-01-19 09:12:55.891788,2025-01-19 09:35:24.170127,0 days 00:22:28.278339,3,0.15000000000000002,64,0.5,275,0.25,102,0,0.00038167213226606073,2,300,4,COMPLETE
86,0.4803616404533386,0.4284500181674957,2025-01-19 09:35:24.171126,2025-01-19 09:58:35.993295,0 days 00:23:11.822169,4,0.25,64,0.45,266,0.25,91,0,0.0003269531322381793,2,300,4,COMPLETE
87,0.4707344174385071,0.4345220923423767,2025-01-19 09:58:35.994327,2025-01-19 10:29:07.935286,0 days 00:30:31.940959,4,0.2,64,0.45,291,0.2,99,0,0.00020338192852261032,3,200,4,COMPLETE
88,0.447204053401947,0.44158831238746643,2025-01-19 10:29:07.936602,2025-01-19 10:49:11.038831,0 days 00:20:03.102229,3,0.1,64,0.30000000000000004,271,0.25,92,0,0.00024897936483903884,3,400,4,COMPLETE
89,0.45067232847213745,0.4387320578098297,2025-01-19 10:49:11.039790,2025-01-19 11:13:23.638040,0 days 00:24:12.598250,4,0.2,64,0.4,284,0.30000000000000004,87,0,0.00015419342292564332,3,300,4,COMPLETE
90,0.4749728739261627,0.4286983907222748,2025-01-19 11:13:23.639033,2025-01-19 11:39:52.189842,0 days 00:26:28.550809,4,0.25,64,0.45,264,0.2,96,0,0.00019178456682487249,3,700,4,COMPLETE
91,0.46551889181137085,0.43691498041152954,2025-01-19 11:39:52.190809,2025-01-19 12:04:27.421072,0 days 00:24:35.230263,4,0.2,64,0.45,300,0.2,95,0,0.00033613224370077034,3,700,4,COMPLETE
92,0.47016796469688416,0.4348524212837219,2025-01-19 12:04:27.421998,2025-01-19 12:31:25.200213,0 days 00:26:57.778215,5,0.15000000000000002,64,0.30000000000000004,263,0.25,98,0,0.0002853012365999381,3,400,4,COMPLETE
93,0.47454994916915894,0.43241843581199646,2025-01-19 12:31:25.201271,2025-01-19 12:55:05.505491,0 days 00:23:40.304220,3,0.0,64,0.4,257,0.30000000000000004,107,0,0.0004564632323352955,3,1500,4,COMPLETE
94,0.4469044804573059,0.4437738358974457,2025-01-19 12:55:05.506483,2025-01-19 13:14:20.157027,0 days 00:19:14.650544,2,0.2,64,0.5,269,0.2,103,0,0.00020188678723689581,3,1900,4,COMPLETE
95,0.4664861261844635,0.43380600214004517,2025-01-19 13:14:20.157876,2025-01-19 13:39:38.919163,0 days 00:25:18.761287,5,0.25,64,0.25,265,0.25,95,0,0.0007999441348080631,3,300,4,COMPLETE
96,0.43906983733177185,0.44850677251815796,2025-01-19 13:39:38.919920,2025-01-19 13:57:55.431547,0 days 00:18:16.511627,4,0.25,16,0.15000000000000002,277,0.15000000000000002,90,0,0.00040478392562790855,3,500,4,COMPLETE
97,0.46919578313827515,0.4294160008430481,2025-01-19 13:57:55.432692,2025-01-19 14:21:50.848014,0 days 00:23:55.415322,5,0.05,32,0.0,252,0.30000000000000004,57,0,0.0002496037245016394,3,200,4,COMPLETE
98,0.4631004333496094,0.43708381056785583,2025-01-19 14:21:50.849336,2025-01-19 14:46:30.309898,0 days 00:24:39.460562,5,0.15000000000000002,128,0.30000000000000004,203,0.35000000000000003,123,0,0.0006278278059786633,3,300,4,COMPLETE
99,0.46487855911254883,0.4362223148345947,2025-01-19 14:46:30.311063,2025-01-19 15:03:47.185276,0 days 00:17:16.874213,5,0.2,64,0.25,134,0.35000000000000003,115,0,0.00036503478412440573,3,400,4,COMPLETE
