number,values_0,values_1,datetime_start,datetime_complete,duration,params_batch_size,params_dropout,params_lr,params_n_layers,params_neurons,state
70,0.34787131230675483,0.47009267920556547,2024-12-11 20:34:39.795127,2024-12-11 20:35:24.484296,0 days 00:00:44.689169,16,0.35000000000000003,0.0005774703517321533,3,1600,COMPLETE
71,0.4895412107416172,0.3494282427332844,2024-12-11 20:35:24.485312,2024-12-11 20:37:09.592878,0 days 00:01:45.107566,16,0.0,0.00029177108915888933,3,1700,COMPLETE
72,0.49887173674579105,0.3414455664289685,2024-12-11 20:37:09.593892,2024-12-11 20:39:33.572211,0 days 00:02:23.978319,16,0.0,0.00033562493812789034,3,1100,COMPLETE
73,0.3346300328276611,0.5834640101537932,2024-12-11 20:39:33.579659,2024-12-11 20:40:20.306858,0 days 00:00:46.727199,16,0.4,0.0007742163919570908,3,1100,COMPLETE
74,0.43507078250548653,0.37653342764326125,2024-12-11 20:40:20.314055,2024-12-11 20:41:10.658155,0 days 00:00:50.344100,128,0.0,0.00031831543027310524,3,1900,COMPLETE
75,0.44081936363574703,0.37598800010793293,2024-12-11 20:41:10.665576,2024-12-11 20:41:48.846880,0 days 00:00:38.181304,64,0.0,0.00047242483689036223,2,1400,COMPLETE
76,0.49305851330702594,0.3432395801669027,2024-12-11 20:41:48.857316,2024-12-11 20:43:29.689231,0 days 00:01:40.831915,16,0.05,0.0006071892202596816,3,1800,COMPLETE
77,0.40910162711565734,0.4068730560468494,2024-12-11 20:43:29.690056,2024-12-11 20:44:17.315621,0 days 00:00:47.625565,16,0.5,0.0008400368148778622,1,1700,COMPLETE
78,0.43778318762570284,0.37402716229832067,2024-12-11 20:44:17.316536,2024-12-11 20:45:02.846771,0 days 00:00:45.530235,128,0.0,0.0002009437255351066,3,1500,COMPLETE
79,0.3788709487150896,0.509421999153124,2024-12-11 20:45:02.847715,2024-12-11 20:45:58.860808,0 days 00:00:56.013093,16,0.35000000000000003,0.0005529578067933944,3,2000,COMPLETE
80,0.4334753763283617,0.3808980502640762,2024-12-11 20:45:58.861841,2024-12-11 20:46:37.942287,0 days 00:00:39.080446,64,0.30000000000000004,0.0003411862248511409,2,1300,COMPLETE
81,0.48702581923171673,0.3516317866803001,2024-12-11 20:46:37.943095,2024-12-11 20:48:36.248347,0 days 00:01:58.305252,16,0.05,0.00024678871284069463,3,1700,COMPLETE
82,0.4809156255305359,0.35074791016953943,2024-12-11 20:48:36.254868,2024-12-11 20:51:26.113180,0 days 00:02:49.858312,16,0.0,0.00015496416152485575,3,1600,COMPLETE
83,0.5032471227300606,0.3434069099699478,2024-12-11 20:51:26.128319,2024-12-11 20:52:50.294501,0 days 00:01:24.166182,16,0.05,0.0004995243322767914,3,1000,COMPLETE
84,0.41008222902325403,0.3865421797128271,2024-12-11 20:52:50.308564,2024-12-11 20:53:22.516150,0 days 00:00:32.207586,128,0.0,0.00023115529624607352,1,1800,COMPLETE
85,0.4952866505449842,0.3443305406437413,2024-12-11 20:53:22.522882,2024-12-11 20:55:48.669946,0 days 00:02:26.147064,16,0.05,0.0002693369902480721,3,900,COMPLETE
86,0.48865820816066624,0.3531369539561525,2024-12-11 20:55:48.671068,2024-12-11 20:57:10.626593,0 days 00:01:21.955525,16,0.1,0.0007485014159756481,3,1900,COMPLETE
87,0.4798354675698614,0.35416733595287614,2024-12-11 20:57:10.634479,2024-12-11 20:58:15.397585,0 days 00:01:04.763106,64,0.0,0.0008244777177383948,3,800,COMPLETE
88,0.431503509938708,0.3837534415706213,2024-12-11 20:58:15.404456,2024-12-11 20:59:13.151847,0 days 00:00:57.747391,16,0.30000000000000004,0.0001313008674550025,1,1000,COMPLETE
89,0.4395073287704022,0.38018127888170616,2024-12-11 20:59:13.155106,2024-12-11 21:00:00.638112,0 days 00:00:47.483006,128,0.25,0.0006538191142256679,3,1700,COMPLETE
90,0.44026927165298346,0.3755627214509283,2024-12-11 21:00:00.652084,2024-12-11 21:00:58.234928,0 days 00:00:57.582844,16,0.4,0.0001081386028309933,2,1100,COMPLETE
91,0.4968675674085127,0.33921488115434417,2024-12-11 21:00:58.235830,2024-12-11 21:02:13.333545,0 days 00:01:15.097715,16,0.0,0.0006979533302194762,3,1500,COMPLETE
92,0.500259113349007,0.3400141867619316,2024-12-11 21:02:13.334709,2024-12-11 21:04:02.088281,0 days 00:01:48.753572,16,0.0,0.0007040964620954404,2,1600,COMPLETE
93,0.5019674962440167,0.338729795583284,2024-12-11 21:04:02.093710,2024-12-11 21:05:46.439433,0 days 00:01:44.345723,16,0.0,0.0006216499938105112,3,1500,COMPLETE
94,0.4754464311075878,0.368678446441768,2024-12-11 21:05:46.440431,2024-12-11 21:07:04.442907,0 days 00:01:18.002476,64,0.15000000000000002,0.0006362909418663161,3,1800,COMPLETE
95,0.5030975911802724,0.3378688358690851,2024-12-11 21:07:04.444085,2024-12-11 21:08:37.742822,0 days 00:01:33.298737,16,0.0,0.0009800432654445222,3,1500,COMPLETE
96,0.4101191113730711,0.3889738402366823,2024-12-11 21:08:37.743981,2024-12-11 21:09:05.694682,0 days 00:00:27.950701,128,0.05,0.0007061585284425342,1,1500,COMPLETE
97,0.4634421359535089,0.3689008496232901,2024-12-11 21:09:05.701230,2024-12-11 21:10:21.827865,0 days 00:01:16.126635,16,0.1,0.00022406650877815538,2,1800,COMPLETE
98,0.4693918344200645,0.3604297450618087,2024-12-11 21:10:21.829170,2024-12-11 21:11:42.757462,0 days 00:01:20.928292,16,0.0,0.0001742591643790844,3,1300,COMPLETE
99,0.5019029171929678,0.3413029974416296,2024-12-11 21:11:42.758498,2024-12-11 21:13:06.170863,0 days 00:01:23.412365,16,0.05,0.0005821506095002421,3,1400,COMPLETE
