number,values_0,values_1,datetime_start,datetime_complete,duration,params_amount_heads,params_attn_dropout,params_batch_size,params_dropout,params_encoder_output_dim,params_ff_dropout,params_head_dim,params_layer_norm,params_lr,params_n_layers,params_neurons,params_transformer_depth,state
48,-0.008713197894394398,0.6119983792304993,2025-01-15 05:56:33.148368,2025-01-15 05:58:07.561328,0 days 00:01:34.412960,4,0.45,128,0.05,148,0.5,35,1,0.00043079529815813185,3,400,6,COMPLETE
49,0.44641774892807007,0.4274488389492035,2025-01-15 05:58:07.561915,2025-01-15 06:04:44.100677,0 days 00:06:36.538762,5,0.1,32,0.35000000000000003,240,0.25,38,0,0.0010797847114794026,2,900,5,COMPLETE
50,-0.003573083784431219,0.615140974521637,2025-01-15 06:04:44.101409,2025-01-15 06:08:38.390064,0 days 00:03:54.288655,2,0.30000000000000004,16,0.4,329,0.05,53,0,0.005774987205941494,2,1400,6,COMPLETE
51,0.46249666810035706,0.4222351908683777,2025-01-15 06:08:38.390857,2025-01-15 06:10:51.374702,0 days 00:02:12.983845,5,0.05,16,0.30000000000000004,140,0.2,70,0,0.0006495756947133225,1,700,2,COMPLETE
52,0.42560499906539917,0.44079136848449707,2025-01-15 06:10:51.375521,2025-01-15 06:13:44.792625,0 days 00:02:53.417104,5,0.0,16,0.30000000000000004,138,0.35000000000000003,66,0,0.0002626641253055311,2,800,3,COMPLETE
53,0.44353359937667847,0.41828638315200806,2025-01-15 06:13:44.793429,2025-01-15 06:19:11.086503,0 days 00:05:26.293074,5,0.05,64,0.35000000000000003,129,0.1,83,0,0.0025377792792601957,2,700,5,COMPLETE
54,0.37324613332748413,0.45508575439453125,2025-01-15 06:19:11.087643,2025-01-15 06:28:51.926462,0 days 00:09:40.838819,5,0.05,64,0.2,296,0.1,85,1,0.00011372472558928627,1,700,5,COMPLETE
55,0.06754706799983978,0.5766674280166626,2025-01-15 06:28:51.927326,2025-01-15 06:31:28.918173,0 days 00:02:36.990847,4,0.0,128,0.05,128,0.45,72,0,0.0017151518809682973,2,800,7,COMPLETE
56,0.12598393857479095,0.5681861639022827,2025-01-15 06:31:28.919039,2025-01-15 06:36:58.983656,0 days 00:05:30.064617,5,0.05,16,0.15000000000000002,278,0.30000000000000004,90,0,0.0025447490475709895,2,600,6,COMPLETE
57,-0.003075218293815851,0.610682487487793,2025-01-15 06:36:58.984546,2025-01-15 06:39:30.233830,0 days 00:02:31.249284,3,0.0,32,0.45,256,0.4,82,1,0.009278606966898199,2,900,5,COMPLETE
58,0.45744141936302185,0.4296489357948303,2025-01-15 06:39:30.234685,2025-01-15 06:47:23.397275,0 days 00:07:53.162590,5,0.05,16,0.1,141,0.35000000000000003,128,0,0.0008912765426243391,1,500,7,COMPLETE
59,0.2597281038761139,0.5025023221969604,2025-01-15 06:47:23.398178,2025-01-15 06:49:33.163058,0 days 00:02:09.764880,4,0.0,64,0.25,167,0.0,105,0,0.001222424980381849,3,700,3,COMPLETE
60,0.368668794631958,0.4573141932487488,2025-01-15 06:49:33.163911,2025-01-15 06:54:32.739316,0 days 00:04:59.575405,6,0.05,128,0.5,193,0.30000000000000004,66,0,0.001993839288338931,2,900,4,COMPLETE
61,0.4166623651981354,0.4439322054386139,2025-01-15 06:54:32.740190,2025-01-15 06:58:56.043297,0 days 00:04:23.303107,5,0.0,16,0.35000000000000003,139,0.35000000000000003,110,0,0.00154057902213894,2,500,5,COMPLETE
62,0.484245240688324,0.41357892751693726,2025-01-15 06:58:56.044159,2025-01-15 07:04:42.386596,0 days 00:05:46.342437,5,0.05,16,0.35000000000000003,152,0.35000000000000003,46,0,0.0009291405438670337,1,1100,6,COMPLETE
63,0.16023032367229462,0.5570281744003296,2025-01-15 07:04:42.387447,2025-01-15 07:08:52.160189,0 days 00:04:09.772742,7,0.5,16,0.2,199,0.35000000000000003,46,1,0.0006219316993107747,1,1100,6,COMPLETE
64,0.23961564898490906,0.5078595280647278,2025-01-15 07:08:52.161261,2025-01-15 07:12:57.035645,0 days 00:04:04.874384,3,0.15000000000000002,16,0.1,187,0.4,37,1,0.0007799285929776787,1,1300,6,COMPLETE
65,0.40727558732032776,0.44191694259643555,2025-01-15 07:12:57.036428,2025-01-15 07:19:16.799162,0 days 00:06:19.762734,4,0.2,64,0.45,223,0.1,40,1,0.0005710187208529068,1,1500,6,COMPLETE
66,0.18857407569885254,0.5304804444313049,2025-01-15 07:19:16.800103,2025-01-15 07:24:42.077155,0 days 00:05:25.277052,7,0.15000000000000002,16,0.15000000000000002,183,0.2,54,1,0.0010796423255717879,1,1200,6,COMPLETE
67,-0.009666681289672852,0.6118525266647339,2025-01-15 07:24:42.078201,2025-01-15 07:26:04.162346,0 days 00:01:22.084145,2,0.25,128,0.25,175,0.30000000000000004,48,1,0.006841862147576049,1,1100,6,COMPLETE
68,0.27195313572883606,0.5046329498291016,2025-01-15 07:26:04.163457,2025-01-15 07:32:43.111029,0 days 00:06:38.947572,4,0.1,32,0.30000000000000004,342,0.35000000000000003,58,1,0.0006944201145638933,1,1500,6,COMPLETE
69,0.4775618016719818,0.4136258661746979,2025-01-15 07:32:43.112220,2025-01-15 07:40:49.672061,0 days 00:08:06.559841,6,0.2,16,0.5,239,0.5,44,0,0.000430051219775454,1,1000,5,COMPLETE
70,0.43180879950523376,0.432945191860199,2025-01-15 07:40:49.673188,2025-01-15 07:46:03.472107,0 days 00:05:13.798919,5,0.2,16,0.35000000000000003,168,0.5,61,0,0.0004393214351557159,1,1300,6,COMPLETE
71,0.46592339873313904,0.4285039007663727,2025-01-15 07:46:03.473132,2025-01-15 07:52:27.918334,0 days 00:06:24.445202,5,0.15000000000000002,16,0.35000000000000003,200,0.4,43,0,0.0008847993758558711,1,1000,6,COMPLETE
72,0.4450414776802063,0.4325489103794098,2025-01-15 07:52:27.919249,2025-01-15 07:56:21.565604,0 days 00:03:53.646355,5,0.1,16,0.35000000000000003,267,0.4,43,0,0.0013740777752762328,1,1000,3,COMPLETE
73,0.025415802374482155,0.6070965528488159,2025-01-15 07:56:21.566436,2025-01-15 08:01:44.860513,0 days 00:05:23.294077,5,0.1,64,0.35000000000000003,242,0.35000000000000003,50,0,0.00403475813886978,1,1600,7,COMPLETE
74,0.4238877296447754,0.44450241327285767,2025-01-15 08:01:44.861443,2025-01-15 08:09:52.182802,0 days 00:08:07.321359,5,0.05,16,0.4,313,0.45,63,0,0.0009723908474567972,1,1900,6,COMPLETE
75,-0.005398297216743231,0.6108129620552063,2025-01-15 08:09:52.183772,2025-01-15 08:12:17.152912,0 days 00:02:24.969140,5,0.1,128,0.30000000000000004,210,0.25,32,0,0.001226841676385794,3,1700,5,COMPLETE
76,0.4546543061733246,0.4257253110408783,2025-01-15 08:12:17.153595,2025-01-15 08:18:27.563530,0 days 00:06:10.409935,6,0.15000000000000002,16,0.35000000000000003,180,0.15000000000000002,47,0,0.0007255417008686555,1,1200,6,COMPLETE
77,0.4130043089389801,0.44124752283096313,2025-01-15 08:18:27.564299,2025-01-15 08:22:08.722266,0 days 00:03:41.157967,5,0.15000000000000002,32,0.30000000000000004,304,0.35000000000000003,120,0,0.0008446778573953618,3,1400,2,COMPLETE
78,0.4418674409389496,0.4292142391204834,2025-01-15 08:22:08.723353,2025-01-15 08:30:57.751969,0 days 00:08:49.028616,6,0.05,16,0.4,332,0.4,42,0,0.0002191778678957521,1,1100,5,COMPLETE
